# E (MeV)|N(Non_SR)|
0.001000000000	2900.000000
0.04100000000	300.0000000
0.08100000000	2800.000000
0.1210000000	3100.000000
0.1610000000	2000.000000
0.2010000000	1600.000000
0.2410000000	1000.000000
0.2810000000	1000.000000
0.3210000000	800.0000000
0.3610000000	300.0000000
0.4010000000	500.0000000
0.4410000000	200.0000000
0.4810000000	9800.000000
0.5210000000	500.0000000
0.5610000000	300.0000000
0.6010000000	0
0.6410000000	200.0000000
0.6810000000	100.0000000
0.7210000000	0
0.7610000000	200.0000000
0.8010000000	0
0.8410000000	100.0000000
0.8810000000	0
0.9210000000	0
0.9610000000	0
1.001000000	100.0000000
1.041000000	0
1.081000000	0
1.121000000	0
1.161000000	0
1.201000000	0
1.241000000	0
1.281000000	0
1.321000000	0
1.361000000	0
1.401000000	0
1.441000000	0
1.481000000	0
1.521000000	0
1.561000000	0
1.601000000	0
1.641000000	0
1.681000000	0
1.721000000	0
1.761000000	0
1.801000000	0
1.841000000	0
1.881000000	0
1.921000000	0
1.961000000	0
2.001000000	0
2.041000000	0
2.081000000	0
2.121000000	0
2.161000000	0
2.201000000	0
2.241000000	0
2.281000000	0
2.321000000	0
2.361000000	0
2.401000000	0
2.441000000	0
2.481000000	0
2.521000000	0
2.561000000	0
2.601000000	0
2.641000000	0
2.681000000	0
2.721000000	0
2.761000000	0
2.801000000	0
2.841000000	0
2.881000000	0
2.921000000	0
